actual,proposed
0.30000463128089905,0.49199050664901733
0.3015044629573822,0.4920026957988739
0.30300432443618774,0.4920161962509155
0.3045041859149933,0.4920288324356079
0.30600404739379883,0.49203959107398987
0.30750390887260437,0.4920642375946045
0.3090038001537323,0.49207860231399536
0.15276455879211426,0.3944028317928314
0.15529286861419678,0.39787229895591736
0.15776026248931885,0.38813140988349915
0.1601690798997879,0.398817241191864
0.15519747138023376,0.36213546991348267
0.1531791090965271,0.3793657720088959
0.1467219442129135,0.37997719645500183
0.12945690751075745,0.33711668848991394
0.11864502727985382,0.3382875323295593
0.10351292043924332,0.34185171127319336
0.0841178223490715,0.32100215554237366
0.06923216581344604,0.3195664882659912
0.05006934329867363,0.30545008182525635
0.026684356853365898,0.2865399718284607
0.0,0.2726384997367859
0.0,0.2638358473777771
0.0,0.2429569661617279
0.0,0.23074880242347717
0.0,0.21729247272014618
0.0,0.21294210851192474
0.0,0.19144034385681152
0.0,0.15856057405471802
0.0,0.16714051365852356
0.0,0.14675630629062653
0.0,0.13362166285514832
0.0,0.11899242550134659
0.0,0.09764008224010468
0.0,0.0828486755490303
0.0,0.05616948753595352
0.0,0.05195455253124237
0.0,0.021744193509221077
0.0,0.019569044932723045
0.0,0.013372312299907207
0.0,0.0036895752418786287
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.800000011920929
0.0,0.15138831734657288
0.00997406430542469,0.1497412770986557
0.022319070994853973,0.15179596841335297
0.043141577392816544,0.1558493822813034
0.05925390496850014,0.15890991687774658
0.075090691447258,0.1568049043416977
0.09938178211450577,0.16374678909778595
0.11894083023071289,0.1691419780254364
0.1294858455657959,0.16889125108718872
0.15294551849365234,0.1699422150850296
0.17725719511508942,0.17979559302330017
0.19132819771766663,0.18015924096107483
0.20085477828979492,0.18343549966812134
0.20590564608573914,0.18726502358913422
0.2109055519104004,0.18732206523418427
0.22021591663360596,0.18866775929927826
0.2207016497850418,0.1911580115556717
0.22556547820568085,0.19100379943847656
0.2260282337665558,0.19331756234169006
0.22215233743190765,0.1928347796201706
0.21835651993751526,0.1924341768026352
0.20591920614242554,0.191347137093544
0.20239366590976715,0.18813930451869965
0.1858556866645813,0.1870097517967224
0.17391927540302277,0.18243934214115143
0.1577950268983841,0.17907333374023438
0.13753558695316315,0.17350871860980988
0.11754992604255676,0.16861434280872345
0.09782540798187256,0.15991812944412231
0.07399089634418488,0.15607793629169464
0.04609508067369461,0.14788353443145752
0.018543172627687454,0.13518570363521576
3.7017241993453354e-05,0.12856939435005188
0.0,0.12309674173593521
0.0,0.06593569368124008
0.0,0.092863529920578
0.0,0.07977358996868134
0.0,0.0647757276892662
0.0,0.05744412913918495
0.0,0.03348315507173538
0.0,0.03260927274823189
0.0,0.005791345611214638
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.800000011920929
0.0,0.055315013974905014
0.0,0.05117502436041832
0.0,0.053076617419719696
0.0,0.052078746259212494
0.0,0.050834521651268005
0.0,0.052433110773563385
0.0,0.05240704491734505
0.0,0.05250762775540352
0.0,0.053394779562950134
0.0,0.056009691208601
0.0,0.05753791332244873
0.0,0.058876361697912216
0.0,0.059418242424726486
0.0,0.061558838933706284
0.004526791628450155,0.06168927252292633
0.014730039983987808,0.06482726335525513
0.024763567373156548,0.06548604369163513
0.030275912955403328,0.06612815707921982
0.031334370374679565,0.06784606724977493
0.036721475422382355,0.06736858934164047
0.037659935653209686,0.06827302277088165
0.03857304900884628,0.06748362630605698
0.04817967116832733,0.06747622042894363
0.05328323692083359,0.06909723579883575
0.06266822665929794,0.07021324336528778
0.05884190648794174,0.07222501188516617
0.050709523260593414,0.07103375345468521
0.03832881897687912,0.06858357787132263
0.030473140999674797,0.06214523687958717
0.019349420443177223,0.0612545870244503
0.01607506535947323,0.057314835488796234
0.012827565893530846,0.05446714535355568
0.006347143556922674,0.053833968937397
0.0031744157895445824,0.05153967812657356
2.2924399672774598e-05,0.04921017959713936
0.0,0.04775753244757652
0.0,0.04589957371354103
0.0,0.043319474905729294
0.0,0.04176021367311478
0.0,0.03779087960720062
0.24316257238388062,0.03550449386239052
0.24158048629760742,0.800000011920929
0.240006223320961,0.301408052444458
0.238438680768013,0.2997789978981018
0.2412363886833191,0.2982582449913025
0.23962022364139557,0.2975730895996094
0.23801171779632568,0.29490962624549866
0.23641033470630646,0.29351890087127686
0.23481501638889313,0.291998952627182
0.2332252711057663,0.291789710521698
0.23164063692092896,0.2814270257949829
0.22570110857486725,0.2858611047267914
0.21546685695648193,0.2826802432537079
0.2053537666797638,0.27865129709243774
0.19535592198371887,0.2731373608112335
0.18110856413841248,0.27120110392570496
0.16702581942081451,0.2604251205921173
0.15309925377368927,0.2565528452396393
0.13932135701179504,0.2516179084777832
0.12132584303617477,0.24817676842212677
0.10352461785078049,0.23308084905147552
0.08154941350221634,0.23176300525665283
0.06416923552751541,0.22000274062156677
0.03823497146368027,0.2136768102645874
0.012577012181282043,0.20378819108009338
0.0,0.1949600726366043
0.0,0.1789775937795639
0.0,0.1695736199617386
0.0,0.16355468332767487
0.0,0.14413318037986755
0.0,0.14119523763656616
0.0,0.10450919717550278
0.0,0.10164149850606918
0.0,0.09580451250076294
0.0,0.07456886023283005
0.0,0.06514114141464233
0.0,0.033974651247262955
0.0,0.024037392809987068
0.0,0.026006266474723816
0.0,0.009274052456021309
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.800000011920929
0.0,0.18708889186382294
0.0,0.2115565687417984
0.0,0.11792459338903427
0.0,0.16927723586559296
0.0,0.16598518192768097
0.0,0.15489129722118378
0.0,0.15537334978580475
0.0,0.1354266107082367
0.0,0.1330898553133011
0.0,0.13005578517913818
0.0,0.13339562714099884
0.0,0.12558013200759888
0.0,0.15076619386672974
0.0,0.051930442452430725
0.0,0.11386125534772873
0.0,0.11380454152822495
0.0,0.11028902977705002
0.0,0.10886761546134949
0.0,0.10134213417768478
0.0,0.09942331165075302
0.0,0.0954277515411377
0.0,0.09750309586524963
0.0,0.07726933807134628
0.0,0.08282089978456497
0.0,0.0773085206747055
0.0,0.07656051963567734
0.0,0.06927791982889175
0.09990354627370834,0.06701698154211044
0.0964675024151802,0.800000011920929
0.10171008110046387,0.2859804034233093
0.10679329186677933,0.28076818585395813
0.1073642298579216,0.2794107496738434
0.11220724880695343,0.2766168415546417
0.11254680156707764,0.27873486280441284
0.1171669065952301,0.26606908440589905
0.1172918826341629,0.27075785398483276
0.11734601855278015,0.26440751552581787
0.12169082462787628,0.2628619968891144
0.11719101667404175,0.26189345121383667
0.11269049346446991,0.25783616304397583
0.10382921248674393,0.25107941031455994
0.0993848368525505,0.2486947774887085
0.09493425488471985,0.2425813227891922
0.0861181765794754,0.24035251140594482
0.07735525071620941,0.23113001883029938
0.06864213943481445,0.2296411246061325
0.05561661347746849,0.23675602674484253
0.04269520938396454,0.18817409873008728
0.029871657490730286,0.20720505714416504
0.021500252187252045,0.20210228860378265
0.013155543245375156,0.19685792922973633
0.004835963249206543,0.19173629581928253
0.18126925826072693,0.18777480721473694
0.17852817475795746,0.800000011920929
0.17804427444934845,0.3933470547199249
0.17546765506267548,0.38881611824035645
0.17300528287887573,0.38179320096969604
0.15865902602672577,0.37589409947395325
0.14754478633403778,0.36767154932022095
0.13648511469364166,0.35588422417640686
0.12547548115253448,0.35320496559143066
0.11015394330024719,0.34194067120552063
0.09057701379060745,0.33827584981918335
0.07987604290246964,0.3218368887901306
0.0648445338010788,0.3251751661300659
0.04553968459367752,0.2958142161369324
0.030735261738300323,0.29730507731437683
0.016003474593162537,0.2916871905326843
0.00569842429831624,0.2692149877548218
0.0,0.262874037027359
0.0,0.2552981972694397
0.0,0.24403907358646393
0.0,0.23517318069934845
0.0,0.23627755045890808
0.0,0.21033026278018951
0.0,0.21074798703193665
0.0,0.19601723551750183
0.0,0.41348594427108765
0.0,0.2000407874584198
0.0,0.1883130818605423
0.0,0.1825142204761505
0.0,0.16835419833660126
0.0,0.1594773232936859
0.0,0.1529598981142044
0.0,0.14858882129192352
0.0,0.13242079317569733
0.0,0.12712793052196503
0.0,0.11883721500635147
0.0,0.11474770307540894
0.0,0.10113266110420227
0.0,0.09462160617113113
0.0,0.0919855609536171
0.0,0.08228518813848495
0.0,0.08116628974676132
0.0,0.0755724310874939
0.0,0.06852299720048904
0.0,0.06163928657770157
0.0,0.06024688109755516
0.0,0.054299987852573395
0.0,0.04818389564752579
0.0,0.043336763978004456
0.0,0.03640955686569214
0.0,0.035603854805231094
0.0,0.027387449517846107
0.0,0.028553584590554237
0.0,0.020661357790231705
0.0,0.021263984963297844
0.0,0.013971452601253986
0.0,0.013598671182990074
0.0,0.007283359300345182
0.0,0.002763827098533511
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
